Country,State/Providence/Region,City,Postal Code,Number of Registrations,
United States,LA,Jarreau,70749,1,
United States,LA,Jeanerette,70544,1,
United States,LA,Jefferson,70121,10,
United States,LA,Jefferson,70123,2,
United States,LA,Jena,71342,6,
United States,LA,Jennings,70546,3,
United States,LA,Jonesboro,71251,1,
United States,LA,Jonesville,71343,1,
United States,LA,Kaplan,70548,1,
United States,LA,Keatchie,71046,1,
United States,LA,Keithville,71047,5,
United States,LA,Kenner,70062,71,
United States,LA,Kenner,70065,15,
United States,LA,Kentwood,70444,1,
United States,LA,Kinder,70648,2,
United States,LA,Krotz Springs,70750,3,
United States,LA,La Place,70068,13,
United States,LA,Lacombe,70445,4,
United States,LA,Lafayette,70501,33,
United States,LA,Lafayette,70503,34,
United States,LA,Lafayette,70504,4,
United States,LA,Lafayette,70506,47,
United States,LA,Lafayette,70507,8,
United States,LA,Lafayette,70508,52,
United States,LA,Lafitte,70067,3,
United States,LA,Lake Arthur,70549,1,
United States,LA,Lake Charles,70601,28,
United States,LA,Lake Charles,70605,35,
United States,LA,Lake Charles,70607,12,
United States,LA,Lake Charles,70611,7,
United States,LA,Lake Charles,70615,13,
United States,LA,Lake Providence,71254,2,
United States,LA,Lakeland,70752,2,
United States,LA,LaPlace,70068,7,
United States,LA,Larose,70373,7,
United States,LA,Lecompte,71346,1,
United States,LA,Leesville,71446,13,
United States,LA,Livingston,70754,10,
United States,LA,Lockport,70374,1,
United States,LA,Loreauville,70552,1,
United States,LA,Louisiana,70605,8,
United States,LA,Luling,70070,16,
United States,LA,Lutcher,70071,1,
United States,LA,MADISONVILLE,70447,21,
United States,LA,Mamou,70554,2,
United States,LA,Mandeville,70448,23,
United States,LA,Mandeville,70471,44,
United States,LA,Mansfield,71052,3,
United States,LA,Mansura,71350,2,
United States,LA,Many,71449,2,
United States,LA,Marion,71260,1,
United States,LA,Marksville,71351,1,
United States,LA,Marrero,70072,18,
United States,LA,MATHEWS,70375,5,
United States,LA,Maurepas,70449,14,
United States,LA,Maurice,70555,2,
United States,LA,MELVILLE,71353,1,
United States,LA,Mer Rouge,71261,1,
United States,LA,Meraux,70075,2,
United States,LA,Metairie,70001,40,
United States,LA,Metairie,70002,21,
United States,LA,Metairie,70003,17,
United States,LA,Metairie,70005,25,
United States,LA,Metairie,70006,12,
United States,LA,Metairie,70711,1,
United States,LA,Minden,71055,7,
United States,LA,Monroe,71201,12,
United States,LA,Monroe,71203,13,
United States,LA,Monroe,71209,27,
United States,LA,Montz,70068,5,
United States,LA,mooringsport,71060,1,
United States,LA,Moreauville,71355,1,
United States,LA,Morgan City,70380,8,
United States,LA,Moss Bluff,70611,1,
United States,LA,Mount Airy,70076,2,
United States,LA,Napoleonville,70390,3,
United States,LA,Natchitoches,71457,21,
United States,LA,New Iberia,70560,15,
United States,LA,New Iberia,70563,8,
United States,LA,New Orleans,70112,4,
United States,LA,NEW ORLEANS,70113,10,
United States,LA,New Orleans,70114,7,
United States,LA,New Orleans,70115,35,
United States,LA,New Orleans,70116,8,
United States,LA,New Orleans,70117,12,
United States,LA,New Orleans,70118,34,
United States,LA,New Orleans,70119,35,
United States,LA,new orleans,70122,35,
United States,LA,New Orleans,70123,11,
United States,LA,new orleans,70124,19,
United States,LA,New Orleans,70125,10,
United States,LA,New Orleans,70126,1,
United States,LA,New Orleans,70127,6,
United States,LA,New Orleans,70128,2,
United States,LA,New Orleans,70129,4,
United States,LA,New Orleans,70130,29,
United States,LA,New Orleans,70131,15,
United States,LA,New Orleans,70148,4,
United States,LA,New Roads,70760,9,
United States,LA,Norco,70079,5,
United States,LA,Oak Grove,71263,3,
United States,LA,Oakdale,71463,8,
United States,LA,Olla,71465,2,
United States,LA,Opelousas,70570,8,
United States,LA,Patterson,70392,7,
United States,LA,Paulina,70763,2,
United States,LA,Pearl River,70452,15,
United States,LA,Pelican,71063,1,
United States,LA,Pierre Part,70339,1,
United States,LA,Pineville,71360,39,
United States,LA,Pineville,71405,3,
United States,LA,Pitkin,70656,2,
United States,LA,Plain Dealing,71064,2,
United States,LA,Plaquemine,70764,4,
United States,LA,Plaucheville,71362,2,
United States,LA,Pollock,71467,2,
United States,LA,Ponchatoula,70454,24,
United States,LA,Port Allen,70767,6,
United States,LA,Port Sulphur,70083,1,
United States,LA,Port Vincent,70726,4,
United States,LA,Prairieville,70769,26,
United States,LA,Pride,70770,2,
United States,LA,Princeton,71067,3,
United States,LA,Provencal,71468,1,
United States,LA,Raceland,70394,1,
United States,LA,Ragley,70657,1,
United States,LA,Rayne,70578,12,
United States,LA,RAYVILLE,71269,2,
United States,LA,Ringgold,71068,1,
United States,LA,River Ridge,70123,10,
United States,LA,Robeline,71469,2,
United States,LA,Robert,70455,6,
United States,LA,Roseland,70456,3,
United States,LA,Ruston,71270,23,
United States,LA,Saint AMant,70774,3,
United States,LA,Saint Bernard,70085,2,
United States,LA,Saint Francisville,70775,12,
United States,LA,Saint Gabriel,70776,3,
United States,LA,Saint James,70086,2,
United States,LA,Saint Martinville,70582,8,
United States,LA,Saint Rose,70087,4,
United States,LA,Saint. Francisville,70775,1,
United States,LA,Saline,71070,1,
United States,LA,Sarepta,71071,1,
United States,LA,Schriever,70395,3,
United States,LA,Scott,70583,11,
United States,LA,Shongaloo,71072,2,
United States,LA,Shreveport,71101,13,
United States,LA,Shreveport,71103,2,
United States,LA,Shreveport,71104,5,
United States,LA,Shreveport,71105,16,
United States,LA,Shreveport,71106,17,
United States,LA,Shreveport,71107,27,
United States,LA,Shreveport,71108,3,
United States,LA,Shreveport,71109,2,
United States,LA,Shreveport,71115,5,
United States,LA,Shreveport,71118,6,
United States,LA,Shreveport,71119,3,
United States,LA,Shreveport La,71104,1,
United States,LA,Sieper,71472,3,
United States,LA,Simpson,71474,1,
United States,LA,Simsboro,71275,1,
United States,LA,SLAUGHTER,70777,5,
United States,LA,Slidell,70458,36,
United States,LA,Slidell,70460,8,
United States,LA,Slidell,70461,17,
United States,LA,Springfield,70462,2,
United States,LA,Sterlington,71280,3,
United States,LA,Stonewall,71078,14,
United States,LA,Sulphur,70663,31,
United States,LA,Sulphur,70665,13,
United States,LA,Sulphur La,70663,1,
United States,LA,Sunset,70584,4,
United States,LA,Tallula,71282,1,
United States,LA,Tallulah,71282,1,
United States,LA,Terrytown,70056,3,
United States,LA,Thibodaux,70301,31,
United States,LA,Tickfaw,70466,3,
United States,LA,Trout,71371,1,
United States,LA,Vacherie,70090,1,
United States,LA,VENTRESS,70783,5,
United States,LA,Vidalia,71373,2,
United States,LA,Ville Platte,70586,4,
United States,LA,VIOLET,70092,1,
United States,LA,Vivian,71082,2,
United States,LA,Walker,70785,9,
United States,LA,Welsh,70591,1,
United States,LA,West Monroe,71291,21,
United States,LA,West Monroe,71292,19,
United States,LA,Westlake,70669,14,
United States,LA,Westwego,70094,8,
United States,LA,White Castle,70788,1,
United States,LA,Winnfield,71483,5,
United States,LA,Winnsboro,71295,2,
United States,LA,Woodworth,71485,3,
United States,LA,Youngsville,70592,25,
United States,LA,Zachary,70791,12,
United States,MA,Abington,02341,1,
United States,MA,Abington,02351,12,
United States,MA,Acton,01718,3,
United States,MA,ACTON,01720,27,
United States,MA,Acushnet,02743,11,
United States,MA,Acushnet,02745,1,
United States,MA,Adams,01220,8,
United States,MA,Agawam,01001,31,
United States,MA,Allston,02134,30,
United States,MA,Amesbury,01913,24,
United States,MA,Amherst,01002,22,
United States,MA,Amherst,01003,7,
United States,MA,Andover,01810,111,
United States,MA,Arlington,02474,21,
United States,MA,Arlington,02476,21,
United States,MA,Ashburnham,01430,7,
United States,MA,Ashby,01431,5,
United States,MA,Ashfield,01330,1,
United States,MA,Ashland,01721,15,
United States,MA,Assonet,02702,6,
United States,MA,Athol,01331,11,
United States,MA,Attleboro,02703,28,
United States,MA,Auburn,01501,11,
United States,MA,Auburndale,02466,9,
United States,MA,Avon,02322,2,
United States,MA,Ayer,01432,3,
United States,MA,BARNSTABLE,02630,7,
United States,MA,Barre,01005,5,
United States,MA,Becket,01223,1,
United States,MA,Bedford,01730,33,
United States,MA,Belchertown,01007,26,
United States,MA,Bellingham,02019,18,
United States,MA,Belmont,02478,28,
United States,MA,Berkley,02779,4,
United States,MA,Berlin,01503,8,
United States,MA,Bernardston,01337,7,
United States,MA,Beverly,01915,37,
United States,MA,Billerica,01821,16,
United States,MA,Billerica,01862,1,
United States,MA,Blackstone,01504,7,
United States,MA,Blandford,01008,2,
United States,MA,bolton,01740,4,
United States,MA,Bondsville,01009,1,
United States,MA,Boston,01906,1,
United States,MA,Boston,02066,1,
United States,MA,Boston,02108,15,
United States,MA,Boston,02109,3,
United States,MA,Boston,02110,7,
United States,MA,Boston,02111,3,
United States,MA,Boston,02113,4,
United States,MA,Boston,02114,10,
United States,MA,Boston,02115,12,
United States,MA,Boston,02116,21,
United States,MA,Boston,02118,14,
United States,MA,Boston,02119,9,
United States,MA,Boston,02120,12,
United States,MA,Boston,02121,3,
United States,MA,Boston,02122,14,
United States,MA,Boston,02124,4,
United States,MA,Boston,02125,13,
United States,MA,Boston,02126,1,
United States,MA,Boston,02127,23,
United States,MA,Boston,02128,10,
United States,MA,Boston,02129,3,
United States,MA,Boston,02130,6,
United States,MA,Boston,02131,9,
United States,MA,Boston,02132,2,
United States,MA,Boston,02134,12,
United States,MA,Boston,02135,9,
United States,MA,Boston,02136,2,
United States,MA,Boston,02163,6,
United States,MA,Boston,02210,223,
United States,MA,Boston,02215,4,
United States,MA,Bourne,02532,7,
United States,MA,Boxborough,01719,11,
United States,MA,Boxford,01921,5,
United States,MA,Boylston,01505,3,
United States,MA,Bradford,01835,1,
United States,MA,Braintree,02184,13,
United States,MA,Brewster,02631,10,
United States,MA,Bridgewater,02324,23,
United States,MA,Bridgewater,02325,3,
United States,MA,BRIGHTON,02135,34,
United States,MA,Brimfield,01010,1,
United States,MA,Brockton,02301,22,
United States,MA,Brockton,02302,13,
United States,MA,Brookfield,01506,10,
United States,MA,Brookline,02445,13,
United States,MA,Brookline,02446,17,
United States,MA,Buckland,01338,1,
United States,MA,Burlington,01803,53,
United States,MA,Buzzards Bay,02532,7,
United States,MA,Buzzards Bay,02542,1,
United States,MA,Byfield,01922,5,
United States,MA,Cambridge,02138,57,
United States,MA,Cambridge,02139,80,
United States,MA,Cambridge,02140,44,
United States,MA,Cambridge,02141,20,
United States,MA,Cambridge,02142,18,
United States,MA,Canton,02021,15,
United States,MA,Carlisle,01741,3,
United States,MA,Carver,02330,8,
United States,MA,Cataumet,02534,3,
United States,MA,Centerville,02632,12,
United States,MA,Charlestown,02129,15,
United States,MA,Charlton,01507,5,
United States,MA,Chatham,02633,13,
United States,MA,Chelmsford,01824,21,
United States,MA,Chelsea,02150,19,
United States,MA,Cherry Valley,01611,4,
United States,MA,Cheshire,01225,1,
United States,MA,Chester,01011,3,
United States,MA,Chestnut Hill,02467,15,
United States,MA,Chicopee,01013,9,
United States,MA,Chicopee,01020,17,
United States,MA,Chilmark,02535,4,
United States,MA,CLINTON,01510,11,
United States,MA,Cohasset,02025,14,
United States,MA,Concord,01730,1,
United States,MA,Concord,01742,22,
United States,MA,Conway,01341,3,
United States,MA,Cotuit,02635,4,
United States,MA,Dalton,01226,2,
United States,MA,Danvers,01923,23,
United States,MA,Dartmouth,02747,14,
United States,MA,Dartmouth,02748,9,
United States,MA,Dedham,02026,41,
United States,MA,Dennis,02638,1,
United States,MA,Dennis Port,02639,2,
United States,MA,Devens,01434,1,
United States,MA,Dighton,02715,2,
United States,MA,Dochester,02125,1,
United States,MA,Dorchester,02121,4,
United States,MA,Dorchester,02122,7,
United States,MA,Dorchester,02124,2,
United States,MA,Dorchester,02125,10,
United States,MA,DORCHESTER CENTER,02124,1,
United States,MA,Douglas,01516,14,
United States,MA,DOVER,02030,4,
United States,MA,Dracut,01826,18,
United States,MA,Dudley,01571,3,
United States,MA,DUNSTABLE,01827,1,
United States,MA,Duxbury,02332,20,
United States,MA,E Boston,02128,16,
United States,MA,E Falmouth,02536,4,
United States,MA,E Longmeadow,01028,3,
United States,MA,E SANDWICH,02537,1,
United States,MA,East Boston,02128,58,
United States,MA,East Bridgewater,02333,14,
United States,MA,EAST FALMOUTH,02536,28,
United States,MA,East Freetown,02717,5,
United States,MA,East Harwich,02645,2,
United States,MA,East Longmeadow,01028,13,
United States,MA,East Otis,01029,1,
United States,MA,East Sandwich,02537,4,
United States,MA,east taunton,02718,3,
United States,MA,East Walpole,02032,4,
United States,MA,East Wareham,02538,4,
United States,MA,East Watertown,02472,1,
United States,MA,East Weymouth,02189,9,
United States,MA,Eastham,02642,6,
United States,MA,Eastham,02651,1,
United States,MA,Easthampton,01027,28,
United States,MA,Easton,02356,1,
United States,MA,Edgartown,02539,10,
United States,MA,Egremont,01230,1,
United States,MA,Essex,01929,9,
United States,MA,Everett,02149,18,
United States,MA,Fairhaven,02719,19,
United States,MA,Fall River,02720,9,
United States,MA,Fall River,02721,8,
United States,MA,Fall River,02723,12,
United States,MA,Fall River,02724,7,
United States,MA,Falmouth,02540,12,
United States,MA,Falmouth,02543,1,
United States,MA,Fayville,01745,3,
United States,MA,Feeding Hills,01030,6,
United States,MA,fiskdale,01518,16,
United States,MA,Fitchburg,01420,28,
United States,MA,Florence,01062,10,
United States,MA,Forestdale,02644,4,
United States,MA,Foxboro,02035,35,
United States,MA,Foxborough,02035,6,
United States,MA,FRAMINGHAM,01701,34,
United States,MA,Framingham,01702,27,
United States,MA,Franklin,02038,95,
United States,MA,Gardner,01440,8,
United States,MA,Georgetown,01833,10,
United States,MA,Gloucester,01930,44,
United States,MA,Grafton,01519,11,
United States,MA,Granby,01033,4,
United States,MA,Granville,01034,3,
United States,MA,Great Barrington,01230,4,
United States,MA,Greenfield,01301,17,
United States,MA,Groton,01450,6,
United States,MA,GROVELAND,01834,5,
United States,MA,Hadley,01035,6,
United States,MA,Halifax,02338,5,
United States,MA,Hampden,01036,1,
United States,MA,Hanover,02339,5,
United States,MA,Hanscom AFB,01731,110,
United States,MA,Hanson,02341,8,
United States,MA,Hardwick,01082,3,
United States,MA,Harvard,01451,12,
United States,MA,Harwich,02645,10,
United States,MA,Harwich Port,02646,1,
United States,MA,Hatchville,02536,1,
United States,MA,HATFIELD,01038,5,
United States,MA,Haverhill,01830,17,
United States,MA,Haverhill,01832,14,
United States,MA,Haverhill,01835,3,
United States,MA,Haydenville,01039,1,
United States,MA,Heath,01346,6,
United States,MA,Hingham,02043,31,
United States,MA,Holbrook,02343,4,
United States,MA,Holden,01520,23,
United States,MA,Holland,01521,3,
United States,MA,Holliston,01746,12,
United States,MA,Holyoke,01040,19,
United States,MA,Hopedale,01747,6,
United States,MA,Hopkinton,01748,20,
United States,MA,Housatonic,01236,2,
United States,MA,Hubbardston,01452,5,
United States,MA,Hudson,01749,14,
United States,MA,Hull,02045,8,
United States,MA,Humarock,02047,1,
United States,MA,Huntington,01050,1,
United States,MA,Hyannis,02601,17,
United States,MA,Hyde Park,02136,12,
United States,MA,Indian Orchard,01151,3,
United States,MA,Ipswich,01938,29,
United States,MA,Jamaica Plain,02130,12,
United States,MA,Jefferson,01522,3,
United States,MA,Kingston,02364,12,
United States,MA,Lakeville,02347,12,
United States,MA,Lancaster,01523,7,
United States,MA,Lanesborough,01237,1,
United States,MA,Lawrence,01840,12,
United States,MA,Lawrence,01841,11,
United States,MA,Lawrence,01843,13,
United States,MA,Lee,01238,3,
United States,MA,Leicester,01524,5,
United States,MA,Lenox,01240,3,
United States,MA,Leominster,01453,28,
United States,MA,Leverett,01054,2,
United States,MA,Lexington,02420,30,
United States,MA,Lexington,02421,36,
United States,MA,Leyden,01337,1,
United States,MA,Lincoln,01773,8,
United States,MA,Littleton,01460,14,
United States,MA,Longmeadow,01106,21,
United States,MA,Lowell,01851,13,
United States,MA,Lowell,01852,34,
United States,MA,Lowell,01854,13,
United States,MA,Ludlow,01056,13,
United States,MA,Lunenburg,01462,15,
United States,MA,LYNN,01901,1,
United States,MA,Lynn,01902,10,
United States,MA,Lynn,01904,14,
United States,MA,Lynn,01905,8,
United States,MA,Lynnfield,01940,9,
United States,MA,Malden,02148,47,
United States,MA,Manchester,01944,5,
United States,MA,Manchester by the Sea,01944,1,
United States,MA,Mansfield,02048,29,
United States,MA,Marblehead,01945,27,
United States,MA,Marion,02738,6,
United States,MA,Marlborough,01752,59,
United States,MA,Marshfield,02050,29,
United States,MA,Marstons Mills,02648,15,
United States,MA,Mashpee,02649,21,
United States,MA,Mattapan,02126,2,
United States,MA,Mattapoisett,02739,19,
United States,MA,MAYNARD,01754,19,
United States,MA,Medfield,02052,6,
United States,MA,Medford,02155,57,
United States,MA,Medway,02053,18,
United States,MA,Melrose,02176,10,
United States,MA,Mendon,01756,1,
United States,MA,Merrimac,01860,4,
United States,MA,Methuen,01844,32,
United States,MA,Methuen MA,01844,2,
United States,MA,Middleboro,02346,27,
United States,MA,middleton,01949,7,
United States,MA,Milford,01757,28,
United States,MA,Millbury,01527,14,
United States,MA,Millis,02054,1,
United States,MA,Millville,01529,4,
United States,MA,Milton,02186,24,
United States,MA,Monson,01057,8,
United States,MA,Montague,01351,7,
United States,MA,Mount Hermon,01354,1,
United States,MA,N ATTLEBORO,02760,1,
United States,MA,N Billerica,01862,3,
United States,MA,N Brookfield,01535,1,
United States,MA,N Chelmsford,01863,2,
United States,MA,N Falmouth,02556,1,
United States,MA,N Weymouth,02191,1,
United States,MA,N. Attleboro,02763,1,
United States,MA,Nahant,01908,5,
United States,MA,Nantucket,02554,31,
United States,MA,Natick,01760,21,
United States,MA,Needham,02492,22,
United States,MA,Needham,02494,10,
United States,MA,Needham Heights,02494,6,
United States,MA,New Bedford,02740,19,
United States,MA,New Bedford,02744,3,
United States,MA,New Bedford,02745,7,
United States,MA,New Bedford,02746,6,
United States,MA,New Braintree,01531,4,
United States,MA,New Marlborough,01230,1,
United States,MA,New Salem,01355,3,
United States,MA,Newbury,01951,1,
United States,MA,Newburyport,01950,18,
United States,MA,Newton,02458,24,
United States,MA,Newton,02459,14,
United States,MA,Newton,02460,4,
United States,MA,Newton,02461,3,
United States,MA,NEWTON,02464,2,
United States,MA,Newton,02465,7,
United States,MA,NEWTON CENTER,02459,1,
United States,MA,Newton Ma,02464,1,
United States,MA,Newton Upper Falls,02464,5,
United States,MA,Newtonville,02460,4,
United States,MA,Norfolk,02056,15,
United States,MA,North Adams,01247,3,
United States,MA,North Andover,01845,20,
United States,MA,North Attleboro,02760,35,
United States,MA,North Billerica,01862,4,
United States,MA,North Brookfield,01535,3,
United States,MA,North Chelmsford,01863,1,
United States,MA,North Dartmouth,02747,4,
United States,MA,North Dighton,02764,2,
United States,MA,North Easton,02356,6,
United States,MA,North Falmouth,02556,3,
United States,MA,North Grafton,01536,10,
United States,MA,North Oxford,01537,3,
United States,MA,North Reading,01864,15,
United States,MA,North Truro,02652,1,
United States,MA,Northampton,01060,38,
United States,MA,Northampton,01062,1,
United States,MA,Northampton,01063,14,
United States,MA,Northborough,01532,17,
United States,MA,Northbridge,01534,7,
United States,MA,Northfield,01360,1,
United States,MA,Norton,02766,19,
United States,MA,Norwell,02061,10,
United States,MA,Norwood,02062,18,
United States,MA,Oak Bluffs,02557,3,
United States,MA,Oakham,01068,3,
United States,MA,Onset,02558,2,
United States,MA,Orange,01364,3,
United States,MA,Orleans,02653,7,
United States,MA,Osterville,02655,8,
United States,MA,Otis,01253,3,
United States,MA,Oxford,01540,5,
United States,MA,Palmer,01069,3,
United States,MA,Paxton,01612,3,
United States,MA,Peabody,01960,39,
United States,MA,Pembroke,02359,18,
United States,MA,Pepperell,01463,11,
United States,MA,Peru,01235,2,
United States,MA,Petersham,01366,1,
United States,MA,Phillipston,01331,1,
United States,MA,Pittsfield,01201,32,
United States,MA,Plainfield,01070,1,
United States,MA,Plainville,02762,10,
United States,MA,Plymouth,02360,64,
United States,MA,PLYMPTON,02367,1,
United States,MA,Pocasset,02559,13,
United States,MA,Princeton,01541,2,
United States,MA,Provincetown,02657,8,
United States,MA,Quincy,02169,55,
United States,MA,Quincy,02170,10,
United States,MA,Quincy,02171,17,
United States,MA,Randolph,02368,8,
United States,MA,Raynham,02767,15,
United States,MA,Reading,01867,24,
United States,MA,Rehoboth,02769,15,
United States,MA,Revere,02151,25,
United States,MA,Richmond,01254,3,
United States,MA,Rochdale,01542,2,
United States,MA,Rochester,02770,4,
United States,MA,Rockland,02370,16,
United States,MA,Rockport,01966,8,
United States,MA,Roslindale,02131,14,
United States,MA,Rowley,01969,4,
United States,MA,Roxbury,02119,3,
United States,MA,Royalston,01368,3,
United States,MA,Russell,01071,1,
United States,MA,Rutland,01543,8,
United States,MA,S Hamilton,01982,4,
United States,MA,S Yarmouth,02664,3,
United States,MA,S. Hamilton,01982,1,
United States,MA,Sagamore,02561,1,
United States,MA,Sagamore Beach,02562,7,
United States,MA,Salem,01970,34,
United States,MA,Salisbury,01952,11,
United States,MA,Sandwich,02563,16,
United States,MA,Saugus,01906,20,
United States,MA,Scituate,02066,18,
United States,MA,Seekonk,02771,14,
United States,MA,Sharon,02067,17,
United States,MA,Sheffield,01257,2,
United States,MA,Sherborn,01770,4,
United States,MA,Shirley,01464,7,
United States,MA,Shrewsbury,01545,31,
United States,MA,Shutesbury,01072,2,
United States,MA,Somerset,02725,3,
United States,MA,Somerset,02726,19,
United States,MA,Somerville,02143,39,
United States,MA,Somerville,02144,26,
United States,MA,Somerville,02145,35,
United States,MA,South Boston,02127,8,
United States,MA,South Chatham,02659,5,
United States,MA,South Dartmouth,02748,7,
United States,MA,South Deerfield,01373,8,
United States,MA,South Dennis,02660,6,
United States,MA,South Easton,02375,7,
United States,MA,South Egremont,01258,2,
United States,MA,South Grafton,01560,3,
United States,MA,South Hadley,01075,17,
United States,MA,South Hamilton,01982,4,
United States,MA,South Orleans,02662,2,
United States,MA,South Walpole,02071,2,
United States,MA,SOUTH WELLFLEET,02663,4,
United States,MA,South Weymouth,02190,10,
United States,MA,South Yarmouth,02664,7,
United States,MA,Southampton,01073,17,
United States,MA,Southborough,01772,15,
United States,MA,Southbridge,01550,7,
United States,MA,Southwick,01077,9,
United States,MA,Spencer,01562,7,
United States,MA,Springfield,01103,5,
United States,MA,Springfield,01104,11,
United States,MA,SPRINGFIELD,01105,7,
United States,MA,Springfield,01106,1,
United States,MA,Springfield,01107,2,
United States,MA,Springfield,01108,6,
United States,MA,Springfield,01109,6,
United States,MA,Springfield,01118,10,
United States,MA,Springfield,01119,10,
United States,MA,Springfield,01128,2,
United States,MA,Springfield,01129,3,
United States,MA,SPRINGFIELD,01151,1,
United States,MA,Sterling,01564,7,
United States,MA,Stockbridge,01262,2,
United States,MA,Stoneham,02180,12,
United States,MA,"Stoneham,",02180,4,
United States,MA,Stoughton,02072,25,
United States,MA,Stow,01775,24,
United States,MA,Sturbridge,01566,8,
United States,MA,Sudbury,01776,24,
United States,MA,Sunderland,01375,5,
United States,MA,Sutton,01590,8,
United States,MA,Swampscott,01907,16,
United States,MA,Swansea,02777,21,
United States,MA,Taunton,02780,42,
United States,MA,Teaticket,02536,2,
United States,MA,Templeton,01468,7,
United States,MA,Tewksbury,01876,43,
United States,MA,Three Rivers,01080,5,
United States,MA,Tolland,01034,2,
United States,MA,Topsfield,01983,5,
United States,MA,Townsend,01469,8,
United States,MA,Truro,02666,1,
United States,MA,Turners Falls,01376,4,
United States,MA,Tyngsboro,01879,19,
United States,MA,Upton,01568,8,
United States,MA,Uxbridge,01569,23,
United States,MA,Vineyard Haven,02568,6,
United States,MA,Waban,02468,4,
United States,MA,Wakefield,01880,18,
United States,MA,Walpole,02081,18,
United States,MA,Waltham,02451,20,
United States,MA,Waltham,02452,25,
United States,MA,Waltham,02453,28,
United States,MA,Ware,01082,6,
United States,MA,Wareham,02571,12,
United States,MA,Warren,01083,2,
United States,MA,Warwick,01378,2,
United States,MA,Watertown,02472,85,
United States,MA,Wayland,01778,14,
United States,MA,Webster,01570,7,
United States,MA,Wellesley,02481,10,
United States,MA,Wellesley,02482,19,
United States,MA,Wellesley Hills,02481,4,
United States,MA,Wellfleet,02667,5,
United States,MA,Wenham,01984,2,
United States,MA,West Barnstable,02668,7,
United States,MA,West Boylston,01583,6,
United States,MA,West Bridgewater,02379,6,
United States,MA,West Brookfield,01585,2,
United States,MA,West Dennis,02670,2,
United States,MA,West hatfield,01088,1,
United States,MA,West Newbury,01985,7,
United States,MA,West Newton,02465,5,
United States,MA,West Roxbury,02132,6,
United States,MA,West Springfield,01089,19,
United States,MA,West Tisbury,02575,1,
United States,MA,West Warren,01092,1,
United States,MA,West Yarmouth,02673,4,
United States,MA,Westborough,01581,17,
United States,MA,Westfield,01085,25,
United States,MA,Westford,01886,25,
United States,MA,Westford,01886-3947,1,
United States,MA,Westhampton,01027,1,
United States,MA,Westminster,01473,6,
United States,MA,Weston,02493,12,
United States,MA,Westport,02790,11,
United States,MA,Westport Point,02791,1,
United States,MA,Westwood,02090,11,
United States,MA,weymotuh,02189,8,
United States,MA,Weymouth,02188,3,
United States,MA,Weymouth,02189,8,
United States,MA,Weymouth,02190,5,
United States,MA,Weymouth,02191,3,
United States,MA,Whitinsville,01588,13,
United States,MA,Whitman,02382,13,
United States,MA,Wilbraham,01095,17,
United States,MA,Williamsburg,01096,5,
United States,MA,Williamstown,01267,11,
United States,MA,Wilmington,01887,94,
United States,MA,Winchendon,01475,2,
United States,MA,Winchester,01890,16,
United States,MA,Windsor,01270,1,
United States,MA,Winthrop,02152,13,
United States,MA,Woburn,01801,101,
United States,MA,Woods Hole,02543,12,
United States,MA,Worcester,01602,24,
United States,MA,worcester,01603,6,
United States,MA,Worcester,01604,19,
United States,MA,Worcester,01605,23,
United States,MA,Worcester,01606,10,
United States,MA,Worcester,01607,6,
United States,MA,Worcester,01608,9,
United States,MA,Worcester,01609,6,
United States,MA,Worcester,01610,3,
United States,MA,Wrentham,02093,7,
United States,MA,Yarmouth Port,02675,9,
United States,MD,Aber Prov Grd,21005,1,
United States,MD,aberdeen,21001,15,
United States,MD,Aberdeen Proving Ground,21005,1,
United States,MD,Abingdon,21009,20,
United States,MD,"Abingdon,",21009,2,
United States,MD,Accokeek,20607,8,
United States,MD,Adamstown,21710,5,
United States,MD,Adelphi,20783,4,
United States,MD,Annapolis,21401,78,
United States,MD,Annapolis,21402,2,
United States,MD,Annapolis,21403,72,
United States,MD,Annapolis,21409,46,
United States,MD,Annapolis Junction,20701,16,
United States,MD,Arnold,21012,55,
United States,MD,Ashton,20861,4,
United States,MD,Avenue,20609,1,
United States,MD,Baldwin,21013,4,
United States,MD,Baltimore,21201,16,
United States,MD,Baltimore,21202,41,
United States,MD,Baltimore,21205,1,
United States,MD,Baltimore,21206,23,
United States,MD,Baltimore,21207,4,
United States,MD,Baltimore,21208,3,
United States,MD,Baltimore,21209,19,
United States,MD,Baltimore,21210,12,
United States,MD,Baltimore,21211,40,
United States,MD,Baltimore,21212,25,
United States,MD,Baltimore,21213,3,
United States,MD,Baltimore,21214,15,
United States,MD,Baltimore,21215,19,
United States,MD,Baltimore,21216,2,
United States,MD,Baltimore,21217,12,
United States,MD,Baltimore,21218,41,
United States,MD,Baltimore,21219,5,
United States,MD,Baltimore,21220,19,
United States,MD,Baltimore,21221,11,
United States,MD,Baltimore,21222,14,
United States,MD,Baltimore,21223,4,
United States,MD,Baltimore,21224,90,
United States,MD,Baltimore,21225,3,
United States,MD,Baltimore,21226,204,
United States,MD,Baltimore,21227,10,
United States,MD,Baltimore,21228,25,
United States,MD,Baltimore,21229,19,
United States,MD,Baltimore,21230,29,
United States,MD,Baltimore,21231,17,
United States,MD,Baltimore,21234,12,
United States,MD,Baltimore,21236,1,
United States,MD,Baltimore,21237,10,
United States,MD,Baltimore,21239,3,
